,output
0,"Explicação: A notícia é verdadeira. O cantor gospel Jotta A realmente postou uma carta aberta no Instagram, onde ele se desculpa por um vídeo que vazou nas redes sociais, mostrando-o bêbado e zombando de hinos religiosos. Ele também mencionou ter vivido experiências sexuais e ter consumido bebidas alcoólicas, mas não se tornou viciado. A carta aberta é uma evidência clara de que a notícia é verdadeira.

Resposta: 1"
1,"Explicação: A notícia sobre os promotores Cássio Conserino e Fernando Henrique Araújo abandonando a Lava-Jato e alegando ""foro íntimo"" é verdadeira. Esses promotores realmente deixaram a Lava-Jato e o caso do tríplex no Guarujá, e a decisão foi motivada por razões pessoais e não por pressão externa. O caso agora está com o juiz Sérgio Moro, conforme mencionado na notícia.

Resposta: 1"
2,"Explicação: A notícia menciona um ex-chefe do Estado Maior, Rômulo, que faz declarações sobre a possibilidade de intervenção militar no Brasil em caso de clamor popular. No entanto, não há nenhuma evidência ou fonte confiável que confirme a autenticidade dessas declarações. Além disso, o jornal ""O Estado de S. Paulo"" não é conhecido por publicar notícias falsas, mas a ausência de uma citação direta ou de uma fonte confiável para as declarações de Rômulo torna a notícia suspeita.

Resposta: 0"
3,"Explicação: A notícia menciona que o ex-presidente Lula moveu uma ação de danos morais contra o procurador Deltan Dallagnol e que a Associação Nacional dos Procuradores da República (ANPR) emitiu uma nota de apoio a Deltan. A ANPR é uma entidade que representa os procuradores federais e, portanto, sua nota de apoio a um de seus membros é uma informação credível. A notícia não contém informações que possam ser consideradas falsas ou descontextualizadas.

Resposta: 1"
4,"Explicação: A notícia apresenta informações que são factualmente corretas, mas a interpretação e a conexão entre os fatos são tendenciosas e podem ser consideradas como uma teoria da conspiração. A notícia menciona que Anderson Dorneles, ex-assessor pessoal de Dilma Rousseff, é um dos sócios do RedBar, localizado no estádio Beira-Rio. A notícia também menciona que a reforma do Beira-Rio foi financiada pela Andrade Gutierrez, a mesma empreiteira envolvida no esquema de corrupção conhecido como Petrolão. No entanto, a notícia não fornece evidências concretas que liguem diretamente a reforma do estádio ao esquema de corrupção ou à relação pessoal de Dorneles com Dilma Rousseff. A notícia parece mais uma especulação e não uma reportagem factual.

Resposta: 0"
5,"Explicação: A notícia menciona uma entrevista coletiva de Alan Ruschel, um dos sobreviventes do voo da Chapecoense, que ocorreu na manhã de 17 de novembro. No entanto, a data mencionada na notícia (17 de novembro) é posterior ao evento que a notícia está relatando (29 de novembro). Isso indica que a notícia é uma recriação ou uma interpretação fictícia dos eventos, pois a entrevista coletiva de Alan Ruschel já teria ocorrido antes da data mencionada na notícia.

Resposta: 0"
6,"Explicação: A notícia menciona que o prefeito eleito de São Paulo, João Dória, fez uma declaração em uma entrevista para a ISTO É, onde ele prometeu visitar o ex-presidente Lula em Curitiba e levar chocolates. No entanto, não há uma fonte confiável ou link direto para o vídeo mencionado, o que torna difícil verificar a autenticidade da declaração. Além disso, a promessa de visitar Lula e levar chocolates é uma declaração pessoal e não necessariamente uma promessa formal ou pública.

Resposta: 0"
7,"Explicação: A notícia contém informações que são, em grande parte, verdadeiras, mas também inclui elementos de exagero e interpretação tendenciosa. A informação sobre Lula ter sido denunciado cinco vezes pelo Ministério Público é correta, assim como as operações mencionadas (Lava Jato, Zelotes e Janus). No entanto, a afirmação de que Lula está tentando montar uma teoria da conspiração para provar sua tese de ""perseguição política"" é uma interpretação tendenciosa e não é uma informação factual. A parte final da notícia, que sugere que Lula pode fugir do país, é uma especulação sem base factual.

Resposta: 0"
8,"Explicação: A notícia é verdadeira. O texto descreve um evento real que ocorreu no plenário da Câmara dos Deputados, envolvendo os deputados Jean Wyllys e Ricardo Izar. A discussão mencionada é um registro de um bate-boca entre os dois parlamentares, onde Jean Wyllys foi acusado de quebra de decoro parlamentar por ter cuspido em Jair Bolsonaro. A notícia também menciona que Jean Wyllys está sendo alvo de um parecer do deputado Izar que pede a suspensão de seu mandato por quatro meses. A declaração de Jean Wyllys sobre estar sendo punido por ser homossexual é parte do contexto da discussão e é corroborada por outros meios de comunicação.

Resposta: 1"
9,"Explicação: A notícia apresenta informações sobre a delação premiada da Odebrecht e os envolvidos, incluindo o senador Romero Jucá (Caju). As informações mencionadas, como os acordos de delação, os pagamentos de benesses a políticos, e os codinomes utilizados para identificar os beneficiários, são amplamente documentados e confirmados por fontes oficiais e investigações judiciais. A afirmação de Jucá de que o esquema da Odebrecht é uma armação é contestada com base em evidências concretas e declarações de executivos da empresa. Portanto, a notícia é verdadeira.

Resposta: 1"
10,"Explicação: A notícia parece ser uma história de fã que encontrou o apresentador Silvio Santos dirigindo seu próprio carro e deu carona a ele. No entanto, não há fontes confiáveis ou detalhes adicionais que confirmem a veracidade do evento. Além disso, a notícia não menciona nenhuma fonte ou testemunha que possa corroborar a história.

Resposta: 0"
11,"Explicação: A notícia é verdadeira. O deputado Francisco Everardo, conhecido como Tiririca, realmente fez um discurso na Câmara dos Deputados pedindo a volta da disciplina de Ensino Religioso nas escolas. Ele expressou preocupação com a inversão de valores morais e a falta de ensino sobre a Bíblia e a figura de Jesus Cristo nas aulas. O discurso foi amplamente coberto pela mídia e não há evidências de que a notícia seja falsa.

Resposta: 1"
12,"Explicação: A notícia sobre ""Mendes bate boca com Fux no TSE"" não é confirmada por fontes confiáveis ou por declarações oficiais. Além disso, a frase ""Não adianta mais tentar esconder! A crise se estendeu para os 3 poderes. O país está perdido!"" é uma interpretação exagerada e sensacionalista que não é baseada em fatos concretos. Portanto, a notícia é falsa.

Resposta: 0"
13,"Explicação: A notícia é verdadeira. A informação sobre o presidente Michel Temer pedindo ao Procurador-Geral da República (PGR), Rodrigo Janot, para acelerar os depoimentos e processos da Operação Lava Jato, e a resposta da PGR, são factualmente corretas e estão alinhadas com os eventos públicos conhecidos. A notícia é baseada em fontes confiáveis e não há indícios de desinformação ou manipulação.

Resposta: 1"
14,"Explicação: A notícia menciona que três senadores (Álvaro Dias, Ronaldo Caiado e Antonio Carlos Valadares) formalizaram requerimentos para barrar a urgência no projeto de abuso de autoridade, de autoria de Romero Jucá. No entanto, a notícia não fornece fontes ou detalhes específicos sobre esses requerimentos ou o apoio que eles têm. Além disso, a notícia sugere que Ronaldo Caiado já possui o apoio de quarenta e cinco senadores, o que é uma afirmação específica que não é corroborada por fontes confiáveis. Portanto, a notícia parece ser uma especulação ou uma interpretação não confirmada de eventos políticos.

Resposta: 0"
15,"Explicação: A notícia menciona que o TSE (Tribunal Superior Eleitoral) tem provas suficientes para cassar Michel Temer e Dilma Rousseff devido ao financiamento de campanha com verbas desviadas da Petrobras. No entanto, até a data de análise, não há evidências concretas ou decisões definitivas do TSE que confirmem essa acusação. Além disso, a notícia não fornece fontes confiáveis ou documentos específicos que comprovem as alegações. Portanto, a notícia parece ser uma especulação ou rumor, sem base em fatos verificáveis.

Resposta: 0"
16,"Explicação: A notícia menciona que o ministro Eliseu Padilha está se afastando do cargo por ""licença médica"" e que ele foi citado 45 vezes na Lava-Jato. A informação sobre a licença médica e as citações na Lava-Jato são factualmente corretas e foram amplamente reportadas por diversas fontes confiáveis. Portanto, a notícia é verdadeira.

Resposta: 1"
17,"Explicação: A notícia é falsa. A Operação Lava Jato envolveu várias figuras públicas, incluindo o ex-presidente Luiz Inácio Lula da Silva, mas não há evidências de que ele tenha sido indiciado recentemente pela Polícia Federal. Além disso, a notícia menciona a denúncia de lavagem de dinheiro para outras pessoas, mas não fornece detalhes específicos ou fontes confiáveis para corroborar essas informações.

Resposta: 0"
18,"Explicação: A notícia menciona que o senador Renan Calheiros está abrindo a votação para o Projeto de Lei (PL) 280, que trata do abuso de autoridade. No entanto, a notícia não fornece detalhes específicos sobre o contexto ou a veracidade da informação. Além disso, a frase ""Ele quer votar de qualquer jeito!"" é uma expressão coloquial que sugere uma intenção de votar rapidamente, sem detalhar se essa intenção é real ou se há um contexto específico para essa urgência.

Resposta: 0"
19,"Explicação: A notícia é uma transcrição de um comentário feito por Alexandre Garcia sobre a situação política no Brasil. O comentário de Garcia é uma crítica à situação política e ao funcionamento do estado brasileiro, utilizando expressões como ""pobre estado brasileiro podre"" e ""república de bananas"". Essas expressões são comuns em debates políticos e não necessariamente indicam a veracidade factual da notícia, mas sim a opinião do comentarista. A notícia não fornece informações adicionais que possam ser verificadas como falsas ou verdadeiras.

Resposta: 1"
20,"Explicação: A notícia contém informações que são, em grande parte, verdadeiras, mas também inclui elementos sensacionalistas e especulativos. O depoimento de Marcelo Odebrecht é um fato confirmado, e ele realmente está preso em Curitiba. A PF indiciou várias pessoas, incluindo Lula, no âmbito da Operação Lava Jato. No entanto, a afirmação de que Lula vai fugir do país é uma especulação e não está baseada em fatos concretos. Portanto, a notícia é verdadeira em termos de fatos, mas contém elementos que não são confirmados.

Resposta: 1"
21,"Explicação: A notícia menciona a votação da PEC do Teto em segundo turno no Senado, com Renan Calheiros expressando pressa para votar a toque de caixa. Esses são eventos reais e bem documentados na mídia brasileira. A votação da PEC do Teto é um tema de grande relevância política e tem sido amplamente coberto pela imprensa.

Resposta: 1"
22,"Explicação: A notícia contém informações que são factualmente corretas, como o batismo de Wesley Safadão em uma igreja evangélica e a celebração do seu aniversário de casamento na Estância Paraíso. No entanto, a notícia também inclui detalhes especulativos e exagerados, como a possibilidade de Wesley mudar seu nome artístico para ""Wesley Salvação"" e a ideia de que ele pode abrir mão de seu sucesso material para seguir a Palavra do Senhor. Esses pontos são mais especulativos e não têm fontes confiáveis para confirmar sua veracidade.

Resposta: 0"
23,"Explicação: A notícia menciona um pedido de remanejamento de presos feito pelo ex-juiz Sérgio Moro, que agora é ministro da Justiça. A notícia também menciona a transferência de três presos específicos (Eduardo Cunha, Léo Pinheiro e João Claudio Genu) para o Complexo Médico Penal em Pinhais. A notícia é baseada em informações de uma fonte confiável (G1) e não há indicações de que seja uma notícia falsa. No entanto, a notícia contém uma linguagem sensacionalista e especulativa, o que pode ser uma tentativa de atrair atenção, mas não altera a veracidade dos fatos.

Resposta: 1"
24,"Explicação: A notícia parece ser uma descrição de um evento real, mas não há fontes confiáveis ou links para a entrevista mencionada. Além disso, a descrição detalhada e o tom da notícia sugerem que pode ser uma narrativa fictícia ou uma interpretação exagerada de um evento real. A falta de fontes confiáveis e a presença de um tom exagerado são indicativos de que a notícia pode ser falsa.

Resposta: 0"
25,"Explicação: A notícia menciona que o colunista do Globo informou que delatores da Odebrecht estão sofrendo ameaças de morte. No entanto, não há uma fonte específica ou detalhes concretos que confirmem essa informação. Além disso, a notícia não fornece informações sobre a proteção oferecida pela Polícia Federal (PF) aos delatores, o que é crucial para verificar a veracidade da informação.

Resposta: 0"
26,"Explicação: A notícia apresenta uma série de afirmações que são, em grande parte, exageradas e sensacionalistas. Embora Renan Calheiros tenha sido denunciado por crimes de corrupção e lavagem de dinheiro, a ideia de que ele está tentando ""acabar com o Ministério Público"" é uma interpretação extrema e não está respaldada por fatos concretos. A descrição do projeto de lei como ""Lei da Intimidação"" e a acusação de que o projeto visa endurecer penas para juízes, promotores e procuradores também são exageradas e não são corroboradas por fontes confiáveis. A notícia parece mais uma tentativa de desinformação e polarização política do que uma reportagem factual.

Resposta: 0"
27,"Explicação: A notícia fornecida é uma lista de supostos beneficiários de repasses da Odebrecht, com valores e codinomes associados. No entanto, a notícia não fornece fontes confiáveis ou detalhes específicos sobre como esses dados foram obtidos. Além disso, a lista inclui nomes de políticos e valores que não são confirmados por fontes oficiais ou documentos públicos. Portanto, a notícia não pode ser considerada verdadeira com base nas informações fornecidas.

Resposta: 0"
28,"Explicação: A notícia menciona que Roberto Carlos e Jô Soares choraram juntos em uma canção, o que é uma afirmação específica e não é algo que possa ser facilmente verificado ou desmentido com base em informações públicas conhecidas. No entanto, a descrição de um clima de emoção entre eles é mais genérica e pode ser uma interpretação subjetiva de um momento emocional em uma apresentação ou evento. Portanto, a notícia não pode ser considerada completamente falsa, mas também não há evidências concretas que a tornem verdadeira.

Resposta: 0/1"
29,"Explicação: A notícia é falsa. A delação de Claudio Melo Filho, diretor da Odebrecht, não foi confirmada por fontes confiáveis ou por documentos oficiais. Além disso, a versão de que Michel Temer recebeu R$ 10 milhões em dinheiro vivo da Odebrecht não foi corroborada por evidências concretas. A Assessoria do Presidente interino e o site Antagonista não fornecem informações adicionais que confirmem a veracidade da denúncia.

Resposta: 0"
30,"Explicação: A notícia contém várias afirmações que são, em grande parte, exageradas e tendenciosas. Marina Silva, líder do partido Rede, tem uma história de participação em eleições e não é correto descrevê-la como alguém que aparece ""a cada 4 anos"". A notícia também sugere que Marina Silva está ajudando Lula, o que não é confirmado por fontes confiáveis. Além disso, a notícia acusa o partido Rede de ser um plano ""B"" para o PT, o que é uma interpretação tendenciosa e não comprovada. A notícia parece ser uma crítica política sem base em fatos concretos.

Resposta: 0"
31,"Explicação: A notícia parece ser uma reportagem sobre um incidente envolvendo um ex-deputado e um delator. A reportagem menciona detalhes específicos, como o codinome ""Todo Feio"" e a resposta do ex-deputado. Esses detalhes são comuns em notícias reais e não há indicações de que a notícia seja uma fake news. A reportagem também cita fontes e eventos recentes, o que é um indicativo de veracidade.

Resposta: 1"
32,"Explicação: A notícia menciona que a Procuradoria Geral da República (PGR) denunciou o senador Renan Calheiros por lavagem de dinheiro e corrupção passiva. No entanto, a notícia não fornece fontes confiáveis ou detalhes específicos sobre a denúncia, como a data da denúncia, os documentos apresentados ou as evidências que sustentam as acusações. Além disso, a notícia utiliza uma alcunha (""Justiça"") para se referir ao senador, o que pode ser uma tentativa de sensacionalismo. Sem informações concretas e verificáveis, é difícil confirmar a veracidade da notícia.

Resposta: 0"
33,"Explicação: A notícia é falsa. A Igreja Católica, incluindo o Catecismo, não reconhece a homossexualidade como um ""dom de Deus"". A doutrina oficial da Igreja Católica considera a homossexualidade como uma inclinação que deve ser vivida com castidade e não como uma orientação natural. A afirmação de que a homossexualidade é um dom de Deus é contrária aos ensinamentos oficiais da Igreja.

Resposta: 0"
34,"Explicação: A notícia contém várias afirmações que não podem ser verificadas com fontes confiáveis ou factuais. A citação do general chamando os brasileiros de ""malucos"" não é confirmada por nenhuma fonte confiável, e a informação sobre ele ter dado um tiro no pé também não é corroborada por nenhuma fonte. Além disso, a notícia mistura fatos com opiniões pessoais e especulações, o que é comum em notícias falsas ou sensacionalistas. A notícia também contém informações que não são factualmente verificáveis, como a alegação de que a declaração do general partiu do Palácio do Planalto.

Resposta: 0"
35,"Explicação: A notícia mencionada é uma alegação de que um advogado de Lula tentou tumultuar uma audiência e tomou uma atitude agressiva contra Sérgio Moro. No entanto, não há fontes confiáveis ou detalhes específicos que confirmem essa informação. Além disso, a notícia não fornece contexto ou fontes que possam ser verificadas para confirmar sua veracidade.

Resposta: 0"
36,"Explicação: A notícia menciona um vídeo de um internauta flagrando o governador de Minas Gerais, Cláudio Dantas, em um shopping de São Paulo. No entanto, não há nenhuma evidência concreta ou fontes confiáveis que confirmem a autenticidade do vídeo ou a veracidade das acusações. Além disso, a notícia não fornece detalhes sobre o contexto ou a origem do vídeo, o que torna difícil verificar a veracidade das informações.

Resposta: 0"
37,"Explicação: A notícia menciona detalhes específicos sobre repasses de dinheiro e presentes recebidos por políticos brasileiros, com base em depoimentos de delatores da Operação Lava Jato. Esses detalhes são frequentemente mencionados em reportagens sobre a Operação Lava Jato e são amplamente documentados em documentos públicos e investigações judiciais. Portanto, a notícia parece ser baseada em informações confiáveis e documentadas.

Resposta: 1"
38,"Explicação: A notícia fornece detalhes específicos sobre os codinomes utilizados pela Odebrecht para identificar políticos beneficiários de repasses financeiros. Esses detalhes são baseados em delações prestadas à Operação Lava Jato, que são documentos oficiais e verificáveis. A identificação dos codinomes e os valores mencionados são parte do processo judicial e estão documentados em relatórios e depoimentos.

Resposta: 1"
39,"Explicação: A notícia mencionada é uma alegação de que a Odebrecht confirmou, através de delações, que as campanhas presidenciais de Lula em 2002 e 2006 receberam recursos financeiros não contabilizados e não declarados aos órgãos de fiscalização competentes. No entanto, não há fontes confiáveis ou detalhes específicos que confirmem essa informação. A notícia parece ser uma interpretação ou uma versão de uma história que já foi amplamente discutida e investigada, mas não há novas evidências ou fontes credíveis que suportem essa alegação específica.

Resposta: 0"
40,"Explicação: A notícia menciona nomes e codinomes de figuras políticas que foram envolvidas em escândalos de corrupção relacionados à Odebrecht. No entanto, a notícia não fornece fontes ou detalhes específicos que possam ser verificados. Além disso, a menção a ""delator"" não especifica qual delator está sendo referido, o que pode levar a ambiguidades. Portanto, sem fontes confiáveis e detalhes específicos, é difícil confirmar a veracidade da notícia.

Resposta: 0"
41,"Explicação: A notícia é verdadeira. O vídeo postado no YouTube mostra uma suposta ligação para o gabinete do juiz federal Sérgio Moro, onde um homem identificado como Daniel faz uma série de afirmações. A conversa é registrada e postada na internet, o que é uma prática comum para compartilhar informações e opiniões. Embora a identidade de Daniel não seja confirmada, a gravação da conversa é um registro público e pode ser verificada. A conversa não contém ameaças, mas sim uma crítica ao método de trabalho de Moro, o que é um direito de qualquer cidadão.

Resposta: 1"
