,label,confidence,explanation,output,claim
0,1,56.0,"A notícia fornecida é baseada em um pedido de sigilo feito pela defesa de Lula sobre o inventário de Marisa Letícia. A informação é consistente com os resultados da pesquisa na web, que indicam que a defesa de Lula realmente protocolou um pedido de sigilo sobre o inventário de Marisa Letícia. Não há evidências claras de que a notícia seja falsa, mas também não há detalhes suficientes para confirmar completamente a razão exata do pedido de sigilo. Portanto, a notícia parece ser verdadeira, mas mais informações seriam necessárias para uma avaliação mais precisa.","Explicação: A notícia fornecida é baseada em um pedido de sigilo feito pela defesa de Lula sobre o inventário de Marisa Letícia. A informação é consistente com os resultados da pesquisa na web, que indicam que a defesa de Lula realmente protocolou um pedido de sigilo sobre o inventário de Marisa Letícia. Não há evidências claras de que a notícia seja falsa, mas também não há detalhes suficientes para confirmar completamente a razão exata do pedido de sigilo. Portanto, a notícia parece ser verdadeira, mas mais informações seriam necessárias para uma avaliação mais precisa.

Resposta: 1

Consulta: Defesa de Lula protocola pedido de sigilo sobre inventário de Marisa Letícia.

Informação comprimida: Defesa de Lula pede sigilo sobre inventário de Marisa Letícia.

Confiança: 80%","Defesa de Lula pede ""segredo de justiça"" sobre patrimônio de Marisa Letícia. .  Na última semana, a defesa do excelentíssimo ex-presidente da República protocolou um ""pedido de sigilo"" sobre o inventário de dona Marisa Letícia Lula da Silva, que tramita na 1a Vara de Família de São Bernardo do Campo. Os advogados do petista alegam que expor o patrimônio da ex-primeira e sua situação financeira trará uma ""indesejável exposição"" sobre sua vida privada. Roberto Teixeira e Cristiano Zanin disseram que tais informações ""serão devassadas pela imprensa"" . Será que dona Marisa Letícia era ""laranja"" de Lula? Qual seria a razão (causa, motivo, circunstância) de tal pedido por parte da ""alma mais honesta deste país"" ??? O juiz responsável pela 1a Vara de Família ainda irá analisar o estranho pedido e decidir se o patrimônio de Marisa será mantido como ""segredo de estado"" [...] ou não!"
1,1,66.5,"A notícia parece ser baseada em um evento real, pois menciona a Polícia Federal e o Ministério Público Federal (MPF) realizando uma operação para localizar a irmã de Aécio Neves, Andrea Neves. A notícia também menciona a Interpol como parte da operação, o que é consistente com a realidade, já que a Interpol pode ser acionada para ajudar em casos de fuga internacional. A operação foi autorizada pelo Supremo Tribunal Federal (STF), o que é um passo normal em operações policiais de grande porte. Além disso, a notícia menciona detalhes específicos sobre a operação, como a busca em apartamentos e gabinetes de parlamentares, que indicam que a informação provavelmente foi coletada de fontes oficiais. A declaração da assessoria de imprensa de Aécio Neves também é consistente com a notícia, indicando que a informação não é falsa.","Explicação: A notícia parece ser baseada em um evento real, pois menciona a Polícia Federal e o Ministério Público Federal (MPF) realizando uma operação para localizar a irmã de Aécio Neves, Andrea Neves. A notícia também menciona a Interpol como parte da operação, o que é consistente com a realidade, já que a Interpol pode ser acionada para ajudar em casos de fuga internacional. A operação foi autorizada pelo Supremo Tribunal Federal (STF), o que é um passo normal em operações policiais de grande porte. Além disso, a notícia menciona detalhes específicos sobre a operação, como a busca em apartamentos e gabinetes de parlamentares, que indicam que a informação provavelmente foi coletada de fontes oficiais. A declaração da assessoria de imprensa de Aécio Neves também é consistente com a notícia, indicando que a informação não é falsa.

Resposta: 1

Consulta: Operação da PF e MPF busca irmã de Aécio Neves; Interpol acionada.

Informação comprimida: Operação da PF e MPF para localizar irmã de Aécio Neves, com envolvimento da Interpol.

Confiança: 95%","Polícia Federal e Interpol tentam localizar a irmã de Aécio. Com mandado de prisão em mãos agentes da Polícia Federal tentam localizar Andrea Neves, irmã de Aécio Neves. Ela não está em nenhum dos endereços oficiais da família. A Interpol já está acionada para evitar uma fuga internacional.A operação da Polícia Federal e do Ministério Público Federal em endereços ligados a Aécio Neves (PSDB-MG), na manhã desta quinta-feira (18), tentou cumprir um mandado de prisão contra a irmã do senador, Andrea Neves. Segundo a PF, ela não foi encontrada no apartamento em Copacabana, na Zona Sul. Um chaveiro foi chamado para os agentes cumprirem o mandado de busca e apreensão. Operação no RioA operação no Rio começou por volta das 5h, com autorização do Supremo Tribunal Federal (STF). Também foram feitas buscas nos apartamentos de Aécio e de Altair Alves Pinto, conhecido por ser braço direito do deputado Eduardo Cunha, que está preso.Por volta das 6h15, pelo menos cinco carros descaracterizados da Polícia Federal chegaram à chapelaria do Congresso, em Brasília, que é a principal entrada e a mais utilizada pelos parlamentares. No Congresso, as buscas são feitas nos gabinetes de Aécio, do também senador Zeze Perrella (PMDB-MG) e do deputado Rodrigo Rocha Loures (PMDB-PR).AfastamentoTambém estão sendo feitas buscas em endereços ligados a Aécio em Belo Horizonte e em Brasília, e o STF determinou o afastamento de Aécio e de Rocha Loures dos mandatos.O procurador da República Ângelo Goulart Villela foi preso e há mandado de prisão contra o advogado Willer Tomaz, que é ligado a Eduardo Cunha. A PF também faz buscas no Tribunal Superior Eleitoral, onde atua o procurador da República preso.Delação da JBSA operação teve início após a delação do dono do frigorífico JBS, Joesley Batista, que entregou à Procuradoria-Geral da República uma gravação do senador Aécio Neves pedindo a ele R$ 2 milhões. No áudio, com duração de cerca de 30 minutos, o presidente nacional do PSDB justifica o pedido dizendo que precisava da quantia para pagar sua defesa na Lava Jato. A informação foi divulgada pelo jornal O Globo na quarta-feira (17).Em nota, a assessoria de imprensa de Aécio Neves afirmou que o senador está absolutamente tranquilo quanto à correção de todos os seus atos."
2,2,14.0,"A notícia parece ser baseada em um vídeo que mostra um funcionário de um frigorífico brasileiro mostrando carne com secreção amarelada, o que levou à suspensão temporária das importações de carne brasileira pelos EUA. No entanto, a pesquisa realizada não contém nenhuma referência direta à notícia em questão. As fontes fornecidas se referem a outros assuntos, como sanções contra a Venezuela e tarifas dos EUA. Isso sugere que a notícia pode estar incompleta ou mal informada, mas sem mais informações ou fontes verificáveis, não é possível confirmar ou refutar completamente a notícia.","Explicação: A notícia parece ser baseada em um vídeo que mostra um funcionário de um frigorífico brasileiro mostrando carne com secreção amarelada, o que levou à suspensão temporária das importações de carne brasileira pelos EUA. No entanto, a pesquisa realizada não contém nenhuma referência direta à notícia em questão. As fontes fornecidas se referem a outros assuntos, como sanções contra a Venezuela e tarifas dos EUA. Isso sugere que a notícia pode estar incompleta ou mal informada, mas sem mais informações ou fontes verificáveis, não é possível confirmar ou refutar completamente a notícia.

Resposta: 2

Consulta: Funcionário de frigorífico brasileiro mostra carne com secreção amarelada, motivando suspensão de importações dos EUA.

Informação comprimida: Funcionário de frigorífico mostra carne com secreção amarelada, levando à suspensão temporária das importações de carne brasileira pelos EUA.

Confiança: 20%","NOJENTO! Funcionário de frigorífico mostra carne brasileira (embargada pelos EUA) soltando ""PUS"".  Há alguns dias, os EUA suspenderam temporariamente a compra de carne brasileira.  O motivo alegado pelos órgãos competentes norte-americanos foi a reação da vacina contra a febre aftosa na carne. Segundo inspeção realizada, uma espécie de lesão (secreção amarelada ou pus) estaria afetando a qualidade da carne. Pecuaristas brasileiros alegaram que a tal ""lesão"" é comum e não afeta a qualidade do produto. ""Claramente houve falha no processo (das vacinas). A indústria deveria ter retirado isso [...] não é normal em pleno século 21 as vacinas terem tanta reação "" , disse o diretor da ACRIMAT (Associação dos Criadores de Mato Grosso) Luciano Vacari. Blairo Maggi, ministro da Agricultura, chegou a declarar: ""Temos um problema de abscesso, um problema sanitário [...] Então tem as duas coisas: a sanidade e a questão de comércio mesmo"". Seguindo adiante ... Um funcionário de um frigorífico brasileiro (que não quis se identificar temendo represálias) publicou um vídeo na internet mostrando o problema que os norte-americanos detectaram na ""carne in natura made in Brazil"". No vídeo, o funcionário diz: ""Não é fácil gente. Não é brincadeira não"" Assista se você tiver ""estômago forte""!"
3,1,66.5,"A notícia parece ser uma atualização sobre um processo judicial em andamento. O texto menciona a decisão de um desembargador que negou um pedido de habeas corpus feito pela defesa de Lula, mantendo assim o processo em andamento. A notícia também menciona a possibilidade de Lula ser condenado e a existência de um recurso na segunda instância. Essas informações são consistentes com relatos de notícias reais sobre processos judiciais no Brasil. Portanto, não há evidências claras de que essa notícia seja falsa.","Explicação: A notícia parece ser uma atualização sobre um processo judicial em andamento. O texto menciona a decisão de um desembargador que negou um pedido de habeas corpus feito pela defesa de Lula, mantendo assim o processo em andamento. A notícia também menciona a possibilidade de Lula ser condenado e a existência de um recurso na segunda instância. Essas informações são consistentes com relatos de notícias reais sobre processos judiciais no Brasil. Portanto, não há evidências claras de que essa notícia seja falsa.

Resposta: 1

Consulta: Desembargador nega habeas corpus para Lula no processo do triplex; possibilidade de condenação e recurso na segunda instância.

Informação comprimida: Desembargador nega habeas corpus; Lula pode ser condenado no processo do triplex; recurso possível na segunda instância.

Confiança: 95%

Justificativa: A notícia parece ser uma atualização sobre um processo judicial real, mas a confiança não é 100% porque não foi possível verificar a fonte específica mencionada (www.bbc.com) e a data exata da notícia.","Lula perde mais uma: Desembargador nega suspensão do processo do Triplex.  O TRF da 4a Região (através da 8a turma) julgou o mérito de mais um recurso impetrado pelos advogados do ex-presidente Lula.  A decisão, que já havia sido julgada anteriormente pelo mesmo tribunal, foi mantida e o processo seguirá normalmente. O primeiro pedido de habeas corpus foi protocolado em maio (um dia antes da audiência de Lula com o juiz Moro) e pedia a suspensão imediata da ação relacionada ao triplex do Guarujá. A defesa alegou que precisaria de mais prazo para examinar os documentos apresentados pela Petrobras. Nivaldo Brunoni, desembargador que substituiu as férias do relator João Pedro Gebran Neto, negou novamente o pedido de habeas corpus . ""A ampla defesa não pode ser confundida com a possibilidade de a defesa escolher a forma que entender mais adequada para a prova, mesmo sem qualquer utilidade prática"" Sérgio Moro poderá decretar a qualquer instante a condenação de Lula relativa a esse processo. Estima-se que a pena poderá chegar a 22 anos. Vale ressaltar que caberá recurso na segunda instância."
4,2,21.0,"A notícia apresenta declarações do presidente Temer acusando Joesley Batista e Marcelo Miller de corrupção. No entanto, a pesquisa na web indica que há supostas irregularidades no acordo de colaboração premiada de Joesley e acusações contra Marcelo Miller. Embora as fontes mencionem essas acusações, não há evidências concretas ou provas concretas apresentadas na notícia original para comprovar essas afirmações. Além disso, a notícia não fornece fontes primárias ou detalhes adicionais que possam confirmar essas afirmações.","Explicação: A notícia apresenta declarações do presidente Temer acusando Joesley Batista e Marcelo Miller de corrupção. No entanto, a pesquisa na web indica que há supostas irregularidades no acordo de colaboração premiada de Joesley e acusações contra Marcelo Miller. Embora as fontes mencionem essas acusações, não há evidências concretas ou provas concretas apresentadas na notícia original para comprovar essas afirmações. Além disso, a notícia não fornece fontes primárias ou detalhes adicionais que possam confirmar essas afirmações.

Resposta: 2

Consulta: Acusações de corrupção contra Temer, Joesley Batista e Marcelo Miller baseadas em supostas irregularidades no acordo de colaboração premiada.

Informação comprimida: Temer acusa Joesley e Miller de corrupção, mas supostas irregularidades no acordo de colaboração premiada não são comprovadas.

Confiança: 30%","Temer parte para o ataque: ""Joesley é bandido. Eu não preciso usar boné para me esconder"".  Em pronunciamento feito durante esta tarde, Temer se defendeu das denúncias da PGR:.  ""Vocês sabem que eu sou da área jurídica [...] não me impressiono com a falta de fundamentos jurídicos. Sei bem como são essas coisas. Minha preocupação é mínima."" ""Onde estão as provas concretas de recebimento desses valores (se referindo à mala) ? Não existem. Inventaram a denúncia"" Temer não poupou o ex-procurador (e braço direito de Rodrigo Janot) Marcelo Miller. ""Lamento mencionar esse nome. Ele ganhou milhões em poucos meses e hoje assessora Joesley Batista nas negociações"" ""O desespero para se safar da cadeia moveu ele (Joesley) e seus capangas."" O presidente Temer deu a entender que os tais milhões que Marcelo Miller ganhou em poucos meses foram pagos pela JBS com o objetivo de atingí-lo: ""Joesley é um bandido confesso, deveria estar na cadeia e está solto para construir uma nova história. "" ""Não precisamos de boné"" disse Temer se referindo ao último depoimento em que Joesley cobriu a cabeça para entrar na PGR."
5,1,66.5,"A notícia parece estar correta. A pesquisa na web indica que o TRF-4 (Tribunal Regional Federal da 4ª Região) absolveu João Vaccari Neto em segunda instância, anulando a sentença original de Sérgio Moro. Os juízes votaram 2 a 1 para absolver Vaccari, com o relator pedindo a condenação. Isso é consistente com a informação fornecida na notícia. Portanto, não há evidências que contradigam a notícia.","Explicação: A notícia parece estar correta. A pesquisa na web indica que o TRF-4 (Tribunal Regional Federal da 4ª Região) absolveu João Vaccari Neto em segunda instância, anulando a sentença original de Sérgio Moro. Os juízes votaram 2 a 1 para absolver Vaccari, com o relator pedindo a condenação. Isso é consistente com a informação fornecida na notícia. Portanto, não há evidências que contradigam a notícia.

Resposta: 1

Consulta: TRF-4 absolve João Vaccari Neto em segunda instância de condenação de Sérgio Moro

Informação comprimida: João Vaccari Neto é absolvido em segunda instância após condenação de Sérgio Moro

Confiança: 95%","Condenado por Moro a 15 anos de prisão, Vaccari é absolvido na 2a instância.  O TRF-4 (segunda instância) praticamente anulou a sentença de Sérgio Moro.  Os juízes absolveram o ex-tesoureiro do PT, João Vaccari Neto, que havia sido condenado por Moro a 15 anos de prisão por lavagem de dinheiro, associação criminosa e prática de corrupção. A informação foi divulgada na Folha. ""Dois (Leandro Paulsen e Victor Luiz dos Santos Laus) dos três juízes que compõem a corte decidiram absolver João Vaccari Neto [...] já o terceiro juiz e relator João Pedro Gebran Neto pediu a condenação de Vaccari."" Será que o MPF vai recorrer da decisão?"
6,0,14.0,"A notícia apresenta declarações polêmicas feitas pelo presidente da Eletrobras, mas a pesquisa na web indica que não há evidências concretas para confirmar ou negar essas declarações. Isso sugere que a informação pode ser parcial ou que a fonte da notícia pode estar sendo distorcida. Portanto, não há evidências suficientes para determinar se a notícia é verdadeira ou falsa.","Explicação: A notícia apresenta declarações polêmicas feitas pelo presidente da Eletrobras, mas a pesquisa na web indica que não há evidências concretas para confirmar ou negar essas declarações. Isso sugere que a informação pode ser parcial ou que a fonte da notícia pode estar sendo distorcida. Portanto, não há evidências suficientes para determinar se a notícia é verdadeira ou falsa.

Resposta: 0

Consulta: Declarações do presidente da Eletrobras sobre empregados da Eletrobras sendo inúteis ou vagabundos.

Informação comprimida: Presidente da Eletrobras fez declarações polêmicas sobre empregados, mas falta evidência concreta.

Confiança: 20%","Presidente da Eletrobras rasga o verbo: ""40 % dos caras que estão aqui são inúteis"".  A verdade às vezes dói ... e foi o que aconteceu nesse caso.  Wilson Ferreira Jr, presidente da Eletrobras, foi flagrado em uma gravação onde disse que parte dos empregados da estatal são ""vagabundos"" ""40 % dos caras que estão aqui são inúteis, não servem para nada [...] ganha gratificação, telefone, vaga na garagem, secretária, enfim, a sociedade não pode pagar por vagabundo no serviço publico"" , disse. O sindicato não gostou das declarações e declarou guerra a contra declaração de Ferreira [...] eles farão uma paralisação a partir de amanhã."
7,0,0.0,"As informações fornecidas na pesquisa não contêm nenhuma menção à viagem de Temer à Rússia ou aos fatos que a tornariam uma vergonha. As fontes encontradas se referem a temas diferentes, como literatura e ordens alimentares. Isso sugere que a notícia pode estar baseada em informações incorretas ou distorcidas.","Explicação: As informações fornecidas na pesquisa não contêm nenhuma menção à viagem de Temer à Rússia ou aos fatos que a tornariam uma vergonha. As fontes encontradas se referem a temas diferentes, como literatura e ordens alimentares. Isso sugere que a notícia pode estar baseada em informações incorretas ou distorcidas.

Resposta: 0

Consulta: Viagem de Temer à Rússia e fatos que a tornam vergonhosa.

Informação comprimida: Viagem de Temer à Rússia e fatos vergonhosos.

Confiança: 0%

Justificativa: A falta de correspondência entre as informações fornecidas na pesquisa e o tema da notícia indica que a notícia pode ser falsa ou baseada em informações incorretas.",6 fatos que comprovam que a viagem de Temer à Rússia foi uma vergonha. . 
8,0,59.49999999999999,"A notícia parece ser uma paródia ou uma interpretação humorística da postagem do site O Antagonista. O título original da postagem do O Antagonista era ""O Brasil está preparado para ter um presidente negro? - Joaquim Barbosa"", e não mencionava Caetano Veloso. A suposta ""morte"" de Caetano Veloso parece ser uma interpretação irônica ou uma confusão com o título da postagem. Sem evidências adicionais de que a postagem original do O Antagonista tenha realmente incluído essa informação, é improvável que seja verdadeira.","Explicação: A notícia parece ser uma paródia ou uma interpretação humorística da postagem do site O Antagonista. O título original da postagem do O Antagonista era ""O Brasil está preparado para ter um presidente negro? - Joaquim Barbosa"", e não mencionava Caetano Veloso. A suposta ""morte"" de Caetano Veloso parece ser uma interpretação irônica ou uma confusão com o título da postagem. Sem evidências adicionais de que a postagem original do O Antagonista tenha realmente incluído essa informação, é improvável que seja verdadeira.

Resposta: 0

Consulta: ""O Antagonista postagem sobre Joaquim Barbosa confusão com Caetano Veloso""

Informação comprimida: Postagem do O Antagonista sobre Joaquim Barbosa foi mal interpretada como incluindo a morte de Caetano Veloso.

Confiança: 85%","Site O Antagonista ""mata"" Caetano Veloso.  A intenção da postagem feita pelo Antagonista era chamar atenção para uma possível candidatura de Joaquim Barbosa.  Com o título "" ... o Brasil está preparado para ter um presidente negro? "" a matéria teve um detalhe curioso: Mataram Caetano Veloso! Aos 74 anos, o músico petista goza de plena saúde e não pensa em morrer tão cedo! confira no print abaixo:"
9,2,21.0,"A notícia apresenta declarações de Lula sobre o Ministério Público, o juiz Sérgio Moro e a situação política no Brasil. Embora a notícia seja recente e tenha sido publicada em fontes conhecidas, não há evidências concretas na pesquisa fornecida que confirmem ou neguem as declarações de Lula. A única informação relevante encontrada refere-se a um possível golpe, mas não está diretamente relacionada às declarações de Lula sobre o MP e Moro. Portanto, não há evidências suficientes para confirmar ou negar a veracidade das declarações de Lula.","Explicação: A notícia apresenta declarações de Lula sobre o Ministério Público, o juiz Sérgio Moro e a situação política no Brasil. Embora a notícia seja recente e tenha sido publicada em fontes conhecidas, não há evidências concretas na pesquisa fornecida que confirmem ou neguem as declarações de Lula. A única informação relevante encontrada refere-se a um possível golpe, mas não está diretamente relacionada às declarações de Lula sobre o MP e Moro. Portanto, não há evidências suficientes para confirmar ou negar a veracidade das declarações de Lula.

Resposta: 2

Consulta: Lula critica MP e Moro, anuncia defesa e fala sobre golpe no Brasil.

Informação comprimida: Lula critica MP e Moro, anuncia defesa e fala sobre golpe no Brasil.

Confiança: 30%","Lula debocha do Ministério Público: ""Ninguém vai levar a acusação deles a sério, nem o Moro"".  ""Irei até as últimas consequências para provar que sou inocente"", disse Lula.  Durante uma entrevista concedida à Rádio Brasil Atual, o ex-presidente voltou a atacar as instituições brasileiras (leia-se MPF e PF): ""Mexeram com a pessoa errada [...] os ""meninos"" da Lava Jato querem prejudicar minha história de 50 anos [...] não tenho medo deles"" , completou. O juiz federal Sérgio Moro irá anunciar  nos próximos dias  a sentença do petista sobre o caso do triplex do Guarujá. Sobre esse fato, Lula comentou: ""Acho que a acusação não vai ser levada a sério por ninguém [...] espero que não seja levada a sério pelo Moro"" , comentou. O ex-presidente também não poupou Michel Temer: ""Meu governo deu certo nesse país [...] saí com 87% de aprovação. O que eu tinha de ruim e péssimo é o que o Temer tem hoje de bom"" O petista fez questão de destacar que o Brasil está diante de um golpe: ""O Brasil está injuriado perante ao mundo. Temer não foi respeitado na Rússia [...] não foi convidado pra nada. Acharam que o problema era a Dilma e o país está pior do que estava. O Aécio desapareceu"" , declarou."
