,output
0,"Explicação: A notícia é verdadeira. Ela relata um evento real que ocorreu no programa ""Domingão do Faustão"" em 2016, onde o apresentador Faustão chamou Tammy Gretchen de ""guerreira do Brasil"". A jornalista Fabiane Vasconcellos fez um comentário sobre essa situação, que foi postado em sua página nas redes sociais. A notícia é baseada em fatos verificáveis e não há indicação de que seja uma notícia falsa.

Resposta: 1"
1,"Explicação: A notícia é verdadeira porque a assessoria de imprensa de Dilma Rousseff emitiu uma declaração oficial negando as acusações e anunciando que irá processar a revista IstoÉ. A nota oficial foi publicada no Facebook e detalha a posição da presidente sobre as acusações, além de mencionar a suposta delação do empresário e a seleção arbitrária das informações pela imprensa.

Resposta: 1"
2,"Explicação: A notícia contém uma série de afirmações que são, em grande parte, opinativas e não factuais. Ela menciona a necessidade de prisões imediatas de várias figuras políticas, como Lula, Dilma, Renan Calheiros, José Sarney e Romero Jucá, pelos crimes de obstrução de justiça e de corrupção. No entanto, essas acusações são baseadas em opiniões e não em fatos concretos ou provas específicas. Além disso, a notícia também menciona um reajuste criminoso dado pelo governo Michel Temer aos servidores públicos dos três poderes, o que é uma crítica ao governo, mas não fornece detalhes ou fontes que possam corroborar essa afirmação.

Resposta: 0"
3,"Explicação: A notícia alega que a Petrobras utilizou verba pública para financiar sites e blogs de natureza petista. No entanto, não há fontes confiáveis ou documentos oficiais que comprovem essas alegações. Além disso, a notícia não fornece detalhes sobre como esses contratos foram firmados ou se houve alguma investigação formal sobre o uso indevido dos recursos públicos. A ausência de fontes credíveis e a falta de contexto formal tornam a notícia suspeita.

Resposta: 0"
4,"Explicação: A notícia apresenta uma declaração de Nestor Cerveró, ex-diretor internacional da Petrobras, sobre Dilma Rousseff. A declaração é uma crítica à ex-presidente, sugerindo que ela mentiu sobre não saber da roubalheira em Pasadena. No entanto, a notícia não fornece contexto adicional ou fontes independentes para verificar a veracidade da declaração de Cerveró. Além disso, a notícia é apresentada de forma sensacionalista e não inclui uma análise crítica ou contraponto.

Resposta: 0"
5,"Explicação: A notícia contém elementos de exagero e especulação, mas há uma base factual em torno das acusações de corrupção contra Eduardo Cunha e suas possíveis implicações políticas. No entanto, a afirmação de que Cunha pode ""arrastar metade dos congressistas consigo"" é uma exagero e não está respaldada por fontes confiáveis. A notícia também utiliza linguagem sensacionalista e não fornece fontes específicas para as alegações de que Cunha possui um ""vasto banco de dados"" que pode ser usado para destruir outros políticos.

Resposta: 0"
6,"Explicação: A notícia é falsa. O vídeo e os comentários não fornecem informações verificáveis sobre a ação da Polícia Militar em Brasília. Além disso, a mensagem é tendenciosa e não apresenta fontes confiáveis para corroborar as alegações. A notícia parece ser uma tentativa de desinformação ou propaganda política.

Resposta: 0"
7,"Explicação: A notícia menciona um vazamento de informação de uma fonte da Polícia Federal, alegando que há chances de uma mega operação ser realizada nos próximos dias contra o ex-presidente Lula. No entanto, não há nenhuma confirmação oficial ou fonte confiável que suporte essa informação. Além disso, a notícia não fornece detalhes específicos sobre a operação ou as evidências que a justificam. Portanto, a notícia parece ser uma especulação sem base sólida.

Resposta: 0"
8,"Explicação: A notícia menciona que a ex-deputada federal Fátima Pelaes foi nomeada para chefiar a Secretaria de Políticas para as Mulheres e que ela é suspeita de envolvimento em uma ""articulação criminosa"". A notícia cita fontes como o jornalista Gustavo Uribe da Folha de S.Paulo e o relatório da Procuradoria-Geral da República (PGR). No entanto, a notícia não fornece detalhes específicos sobre a ""articulação criminosa"" ou o envolvimento de Fátima Pelaes no esquema desmantelado pela Operação Voucher. Além disso, a notícia menciona que a escolha foi sugerida diretamente pelo presidente interino, Michel Temer, e que assessores presidenciais defendem que ela seja exonerada da pasta. Esses pontos sugerem uma investigação em andamento e não uma condenação definitiva.

Resposta: 0"
9,"Explicação: A notícia contém informações que são inconsistentes com os fatos conhecidos. A criação de cargos comissionados é um tema sensível e geralmente envolve um processo formal e transparente. A afirmação de que a criação de 14 mil cargos passou ""sem que fosse percebido"" é altamente improvável, especialmente em um contexto de crise econômica e política. Além disso, a promessa de extinção de 4 mil cargos pelo governo interino de Michel Temer é uma informação que não se alinha com a criação de novos cargos. A notícia também menciona um impacto de $ 58 bilhões nos cofres públicos, o que é uma quantia significativa e não está claramente justificada pelo aumento aos servidores da SUFRAMA.

Resposta: 0"
