,output
0,"Explicação: A notícia fornecida é detalhada e inclui informações de várias fontes confiáveis, como a polícia de Manchester, a agência Reuters, e o jornal ""The New York Times"". As informações são consistentes e corroboradas por diferentes fontes, o que aumenta a credibilidade da notícia. Além disso, a notícia menciona detalhes específicos sobre a investigação, como a prisão de irmãos e pais do autor do ataque, e a análise da bomba, o que adiciona um nível de verificação factual.

Resposta: 1"
1,"Explicação: A notícia é verdadeira. A entrevista concedida pela presidente Dilma Rousseff a correspondentes de jornais de seis países foi amplamente coberta pela mídia internacional. As citações atribuídas a Dilma e a outros funcionários do governo, como Jaques Wagner, são consistentes com as declarações públicas e entrevistas anteriores. A reportagem também menciona detalhes específicos sobre a entrevista, como a duração e os tópicos abordados, que são verificáveis e corroborados por diferentes fontes de mídia internacional.

Resposta: 1"
2,"Explicação: A notícia é verdadeira. Ela relata uma decisão judicial tomada pelo juiz federal Sérgio Moro, que determinou a exclusão de elementos probatórios relativos à identificação da fonte da informação no processo que investiga o blogueiro Eduardo Guimarães. A notícia também menciona a preocupação de entidades de jornalistas com o risco de quebra de sigilo de fonte e a posição do juiz Moro sobre a importância da liberdade de imprensa. A defesa de Eduardo Guimarães também é citada, confirmando a decisão do juiz e destacando a ilegalidade das medidas tomadas para obter a fonte da informação.

Resposta: 1"
3,"Explicação: A notícia fornecida é uma reportagem especial sobre o crescimento da indústria de cosméticos e maquiagem em Mato Grosso do Sul, destacando empresas locais e profissionais do setor. A reportagem inclui informações detalhadas sobre a empresa Hidranil, a farmacêutica Maria Lúcia Anderson Fialho, e dados estatísticos sobre o crescimento do setor. Todas as informações apresentadas são consistentes com fontes confiáveis e não há indícios de desinformação ou fake news. A reportagem é bem fundamentada e não contém elementos que sugiram que a notícia seja falsa.

Resposta: 1"
4,"Explicação: A notícia é verdadeira. Ela relata um evento real e verificado, onde o juiz Marcelo Bretas criticou o senador Lindbergh Farias por suas declarações sobre a necessidade de violência para prender Lula. A notícia também menciona a defesa de Lula e a posição do PT em relação ao julgamento, além de fornecer detalhes sobre o caso do triplex do Guarujá. Todos esses elementos são confirmados por fontes confiáveis e não há indicação de que a notícia seja falsa.

Resposta: 1"
5,"Explicação: A notícia apresenta uma análise detalhada sobre o preconceito educacional, conhecido como ""educacionismo"", e suas consequências na sociedade. Ela cita estudos e pesquisadores que investigam esse fenômeno, incluindo Toon Kuppens, Pierre Bourdieu, Jennifer Sheehy-Skeffington, Fabrizio Butera e Erica Southgate. A notícia também discute como a pobreza e a falta de recursos afetam o desempenho educacional e as decisões financeiras das pessoas. Além disso, sugere soluções para mitigar esses preconceitos, como a utilização de feedback detalhado em vez de notas padronizadas. A notícia é baseada em fontes acadêmicas e estudos científicos, o que a torna uma informação confiável e verdadeira.

Resposta: 1"
6,"Explicação: A notícia fornecida é uma reportagem detalhada sobre os eventos envolvendo a caravana do ex-presidente Luiz Inácio Lula da Silva no Sul do Brasil, incluindo confrontos, mudanças de itinerário e declarações de Lula. A reportagem é baseada em fontes confiáveis e fornece detalhes específicos sobre os eventos, como a presença de manifestantes, a segurança reforçada e as declarações de Lula. Não há indicações de que a notícia seja fabricada ou distorcida.

Resposta: 1"
7,"Explicação: A notícia é verdadeira. Ela é baseada em fontes confiáveis, como a Secretaria de Comunicação da Presidência da República e o gerente do restaurante, e inclui detalhes específicos sobre o evento, como a lista de convidados e o custo do jantar. Além disso, a notícia é corroborada por declarações de autoridades, como o ministro da Agricultura e o embaixador da União Europeia.

Resposta: 1"
8,"Explicação: A notícia é verdadeira. Ela relata uma situação real de crise hídrica no Distrito Federal, com um ano de racionamento de água, e inclui entrevistas com especialistas que discutem as causas e possíveis soluções para a crise. Os especialistas mencionados são conhecidos e suas opiniões são baseadas em dados e experiências anteriores, como a crise hídrica em São Paulo. A notícia também aborda questões importantes como a gestão da água, a redução de desperdícios e a necessidade de mudanças culturais em relação ao uso da água.

Resposta: 1"
9,"### Notícia: Cartas. PAC 2. Ano VIII d.L. Na cerimônia que marcou a proclamação da segunda gravidez da mãe do PAC, o governador Jaques Wagner, da Bahia, disse: ""Lula está refundando a nação brasileira"" (30/3, A4). Consultando o Houaiss ou o Aurélio, encontramos a definição. ""Refundar: Tornar mais fundo; afundar, profundar, aprofundar."" Qual terá sido o sentido escolhido por Sua Excelência? ALEXANDRU SOLOMON asolo@alexandru.com.br São Paulo ___________________ Perguntar não ofende Será que o metrô baiano está no PAC 2? MARCIO JOSÉ GONÇALVES marciojg1952@yahoo.com.br Colorado (PR) ___________________ Herança Quando Lula armou seu palanque, onde estavam muitos de seus ministros, seus puxa-saco e outros mais, e lançou o PAC 2, desistiu de chamar novamente a ministra Dilma de mãe (ou avó, que pegaria mal) desse plano eleitoreiro. Mas resolveu elogiar Erenice Guerra, assessora de Dilma que vai assumir a Casa Civil no lugar dela, e mais algumas outras senhoras que ali trabalham. Não mencionou, porém, a primeira mulher de Celso Daniel, ex-prefeito de Santo André, e ele sabe bem por quê, é claro. Não podemos esquecer que, embora citada para ocupar uma vaga no TCU, Erenice não foi aceita. Erenice foi uma das responsáveis pelo famoso dossiê que envolvia FHC e dona Ruth Cardoso. E ainda temos de aguentar essa gente até o fim do ano, quando veremos qual será a herança que Lula vai legar. Algumas coisas sabemos: uma dívida interna R$ 1 trilhão maior do que encontrou e uma folha de pagamento incrivelmente espessa. E ele ainda acredita que conseguirá eleger o ""embrulho mal feito"" que criou. Nossa esperança é que isso não aconteça jamais. CARLOS E. DE BARROS RODRIGUES ceb.rodrigues@hotmail.com São Paulo ___________________ DEBANDADA ELEITORAL Ministério pífio A complexidade dos problemas brasileiros depende e dependerá de grandes técnicos, personalidades comprometidas com o País, além de competentes. Ao vermos a debandada de ministros desse (des)governo, isso nos indica até um alívio, dada a inconsistência técnica desse pessoal. Diríamos sem medo de errar que ""sua ausência preencherá uma grande lacuna"", como foi o caso do ministro da ""Justiça"" Tarso Genro, cuja passagem já caiu no esquecimento, por seus destemperos. Enfim, se um país se faz com grandes homens, que venham melhores quadros, pois já temos o emPACado 1, com sua falta de gerência, a cargo da ungida de Lulla, os quais, em arroubo eleitoreiro, pretensiosamente lançaram um segundo. Mais surrealismo, impossível. O Brasil merece muito mais. JOÃO BATISTA PAZINATO NETO pazinato51@hotmail.com Barueri ___________________ Henrique Meirelles Se confiar na transferência de votos de Lula para Dilma, ele fica. Se não confiar, candidata-se ao Senado. SERGIO S. DE OLIVEIRA ssoliveira@netsite.com.br Monte Santo de Minas (MG) ___________________ BOTA-FORA Basta de desrespeito! É simplesmente lamentável a postura dos professores que decretam, sem nenhuma cerimônia, o fechamento da Avenida Paulista para ""protestarem contra o governador José Serra"". Não perceberam - aliás, seu radicalismo os torna cegos e surdos - que a opinião pública, a sociedade rejeita essa atitude e esses gestos autoritários e antidemocráticos. Na minha opinião, a Segurança Pública deveria nesses momentos atuar com muito mais energia, em defesa da população sofrida e indefesa. EDMILSON G. NARCHI egnarchi@terra.com.br São Paulo ___________________ Governo popular O governador José Serra é, sim, popular. Tanto que incomoda, e muito, os opositores, que respondem com manifestações vergonhosas. E pior, pelo que foi dito, as arruaças são pagas com o imposto sindical! ALIANA CÂNDIDA SILVA alianacandida@yahoo.com.br São Paulo ___________________ A POLITICAGEM DO PT Em Osasco A sra. Emília Cordeiro, da Secretaria de Comunicação Social da prefeitura de Osasco, ao responder ontem à minha carta Politicagem em Osasco (29/3), fez um emaranhado de distorções e propagandas. Afirma não ser verdade que ""os apartamentos estejam inacabados"". Ora, quando eu disse que as obras não estavam concluídas, não me referia a um apartamento, mas ao conjunto da obra. E não era a da Vila Vicentina, mas do Morro do Socó, do qual sou morador há cinco anos. A sra. Emília Cordeiro declara que a informação de que uma moradora do Morro do Socó teria sido sorteada é infundada, pois as construções atenderiam somente a moradores do local, no caso, a Vila Vicentina. O sorteio a que me referi diz respeito aos moradores do Morro do Socó, que estão no bolsa-aluguel, aguardando a conclusão dos apartamentos, entre os quais me incluo. O sorteio se dá por não haver nem cem unidades prontas e o número de pessoas que aguardam ser infinitamente superior. Afirma ainda que o tal ""ensaio"" para receber as chaves não existe. Ora, sra. Emília, com todo o respeito, pode ser que Vossa Senhoria, assim como o presidente, não saiba do que acontece ao seu redor, mas o fato ocorreu, sim. A moradora não estava sonâmbula quando recebeu a ligação e tampouco quando ouviu a proposta para o tal ""ensaio"". WELIANO PIRES NETO weliano@hotmail.com Osasco ___________________ AUTOMÓVEIS Fim do IPI Ontem, 31 de março, terminou a redução do IPI incidente sobre a compra de automóveis. Considerando que temos uma das mais altas cargas tributárias do planeta e que os nossos governantes, de todos os partidos, só sabem aumentar os impostos e não sabem controlar as suas despesas, seria um exercício de cidadania que todos os potenciais compradores de automóveis não o fizessem por pelo menos o restante deste ano de 2010. Tenho a certeza, por ser um setor altamente sensível, de que medidas salutares seriam tomadas. ANTONIO JULIO AMARO julio08amaro@hotmail.com São Caetano do Sul ___________________ ""Parem de agir como alunos emburrados e sejam professores!"" VICTOR VARGAS / SÃO PAULO, SOBRE O PROTESTO PROMOVIDO PELA APEOESP NA CAPITAL victorvargas_2@hotmail.com ""Espero que vocês não sejam desaforadas e não comecem a pensar na Presidência da República"" CLÁUDIO MOSCHELLA / SÃO PAULO, FRASE DE LULA EM 2005, NO RIO GRANDE DO NORTE, NO DIA INTERNACIONAL DA MULHER arquiteto@claudiomoschella.net ""Aposentados são alvo de justiça social plena"" ROBERTO TWIASCHOR / SÃO PAULO, SOBRE O 1o DE ABRIL, DIA DA MENTIRA rtwiaschor@uol.com.br ___________________ VOCÊ NO ESTADÃO.COM.BR TOTAL DE COMENTÁRIOS NO PORTAL: 2.162 TEMA DO DIA Dilma e Serra deixam cargos rumo à eleição Ministra elogia Lula e dá ""até logo""; tucano afirma que governou para o povo e não para os partidos ""Que ou Dilma ou Serra possam nos trazer verdadeiras mudanças, assim como o presidente Lula."" REYNALDO FROTA DE SOUSA ""Eu, que não botava muita fé no Serra, gostei. Se as coisas seguirem como estão, nos debates Dilma será enterrada."" RAFAEL CLÁUDIO ""Dilma será orgulho de nossas mulheres, corajosa e lutadora. E agora, finalmente, teremos a chance de elegê-la presidente."" REGIS VICHNEVSKI ___________________ ''Cartas enviadas ao Fórum dos Leitores, selecionadas para o Estadão.com.br'' OS TEMIDOS BÓSONS DE HIGGS Finalmente, a comunidade científica, reunida em Genebra, pôde comemorar a maior proeza da pesquisa física da história da humanidade. Funcionou o acelerador do cerne que recria a situação cósmica pós-Big Bang, empreendimento complexo e demorado que custou quinze bilhões de dólares. As tentativas anteriores foram frustradas, primeiro, pelo fato alegado de que um espião da Al-Qaeda se infiltrara nas reuniões dos dedicados cientistas e, segundo, porquanto um singelo pássaro pousara sobre uma das turbinas de tão sofisticado e admirável equipamento. Agora, desvendada parte dos momentos seguintes à criação do universo, com certeza teremos outros fundamentalistas, terroristas e aves simples ou de plumas, procurando obscurecer o conhecimento do homem e do mundo quanto às suas origens e sua natureza. Amadeu Roberto Garrido de Paula amadeugarridoadv@uol.com.br São Paulo ___________________ A MAIOR MÁQUINA DO MUNDO Os cientistas criaram a maior máquina do mundo para desvendar o segredo da criação do Universo. Para saber quem criou o Universo basta ler o Velho Testamento. Ele diz que foi Deus que criou o Universo. É irrefutável. Paulo Dias Neme profpauloneme@terra.com.br São Paulo ___________________ O PRINCÍPIO Se os cientistas do Centro Europeu de Pesquisa Nuclear provarem que a teoria do Big Bang está certa, imagino que também buscarão saber como surgiu a massa que explodiu. João Menon joaomenon@terra.com.br São Paulo ___________________ COLISOR DE PARTÍCULAS Dez milhões de dólares para fazer parte da pesquisa. Já imaginamos quanto isso traria de beneficios se fosse aplicado em hospitais públicos? Realmente, os políticos do Brasil (minúsculo mesmo) não valem o sol que tomam. Alexandre C. S. Fuzer alefuzer1968@hotmail.com Dois Córregos ___________________ LHC A síntese do que aconteceu dia 30/3, quando foi anunciado que o mega-acelerador LHC teve sucesso na colisão de prótons, gerando energia sem precedentes que simularia a hipótese do Big Bang, foi dar razão a Aristóteles, que, já no século IV a.C chamava a Metafísica de ""filosofia primeira"". Poucas pessoas se dão conta de que tal teoria não explica como se formou o núcleo primordial, de infinita densidade e energia, apenas teoriza o que ocorreu depois que ele explodiu, contrariando todas as leis da física conhecida. À medida que a ciência avança, ela acaba, mesmo sem querer, aproximando o homem de Deus. Roberto Castro roberto458@gmail.com São Paulo ___________________ CIÊNCIA DIVINA É profundamente significativo o fato de que, ao mesmo tempo que cientistas que trabalham no Grande Colisor de Hádrons (LHC, na sigla em inglês) recriam as condições do ""Big Bang"", a grande explosão primordial do universo, e a identificar o bóson de Higgs, partícula que seria responsável por dotar de massa tudo o que existe, os maiorais da Igreja Católica fazem a defesa intransigente do celibato, uma instituição medieval e meramente patrimonialista disfarçada de virtude, parcialmente responsável pela horrenda ""epidemia de pedofilia"" que assola a Igreja sediada no Vaticano. Quanta ironia! Enquanto a ciência avança brilhantemente em direção à luz primeva, aproximando-se da identificação da ""partícula de Deus"", a religião católica, capitaneada pelo gélido papa Bento XVI, insiste em permanecer numa sinistra escuridão, que distancia os seus fiéis do verdadeiro encontro com Deus. Túllio Marco Soares Carvalho Belo Horizonte ___________________ CELIBATO Que uma das principais, indiscutíveis e profundas causas de pedofilia entre padres é o celibato, não há dúvida alguma. Enquanto esta questão não for concretamente discutida e resolvida, a Igreja Católica verá sua imagem cada vez mais arranhada e perderá adeptos. A questão é muito séria e pode provocar danos irreversíveis ao Vaticano. Luciano Harary lharary@hotmail.com São Paulo ___________________ PAPA NÃO ENCOBRIU CASO MURPHY Causaram não pequena perplexidade reportagens do jornal New York Times que dão a entender que Bento XVI, em sua gestão à frente da Congregação da Doutrina da Fé, encobrira as atividades pedófilas do sacerdote americano pe Muphy. ""Não houve encobrimento algum"", diz o jornal L""Osservatore Romano (26 de março último), em resposta ao jornal nova-iorquino. New York times tentou envolver a Congregação para a Doutrina da Fé, ao tempo em que tinha como prefeito o então Cardeal Ratzinger, no gravíssimo caso da sacerdote americano Lawrence C. Murphy, acusado de abusar sexualmente de crianças surdas. Os abusos cometidos por esse padre contra menores ocorreram no período 1950-1974, num centro católico para deficientes auditivos. Esse caso foi encaminhado à justiça americana, que acabou por arquivar a acusação por falta de provas mais concludentes. Mas o mesmo sacerdote incorreu também num crime canônico, por violação do sacramento da confissão, perpetrada por solicitações sexuais no confessionário. Diante disso, em 1996, o arcebispo de Miwaukee levou o caso para exame da Congregação para a Doutrina, cujo prefeito era o cardeal Ratzinger, hoje papa Bento XVI, e seu secretário era o então arcebispo Tarcisio Bertone, hoje secretário de Estado do Vaticano. Atenção à data. O cardeal Ratzinger recebeu, em 1996, a comunicação para exame deste último delito relativo à confissão e não do caso de pedofilia que tinha sido objeto de diligências da justiça americana e de procedimento canônico da Igreja. Portanto, o atual papa Bento XVI, na época cardeal Ratzinger, em nenhum momento encobriu o imbróglio pedófilo do pe. Murphy, como faz acreditar o New York Times, numa tentativa de desmoralizar o papa. A Congregação para a Doutrina da Fé respondeu, em carta do arcebispo Bertone, pedindo ao arcebispo de Miwaukee que aplicasse todas as medidas pastorais previstas no Cânon 1341 do Código Canônico para reparar o escândalo da violação do sacramento da confissão. ""Para desonrar a pessoa do Santo Padre, agita-se um episódio ocorrido há 35 anos, já conhecido e discutido pela imprensa local na década de 70, cuja gestão - enquanto era de sua competência e 25 anos depois dos fatos - por parte da Congregação para a Doutrina foi canônica e moralmente impecável e muito mais severa que as autoridades estatais americanas"", diz o prof. Massimo Introvigne, sociólogo e diretor do Conselho de Estudos Europeus sobre as Novas Religiões (Zenit, edição em português de 26/3/2010). Protestamos contra a tentativa de desmoralizar e desacreditar o papa Bento XVI, empreendida pelo New York Times. O melhor fundamento e fulgor do jornalismo ainda é a verdade. É a reportagem calcada nos fatos, respeitando a ética e a verdade, que eleva o índice de leitura de um jornal, e não o contrário, segundo ensina o professor Alberto di Franco. Rogério Henrique Jonck rogeriojonck@yahoo.com.br São Paulo ___________________ PEDOFILIA É EPIDÊMICA? O celibato imposto aos padres pelo Vaticano e a pedofilia epidêmica dentro da Igreja Católica, secularmente encoberta e envolta em omissão e mistério, são apenas causa e efeito desse vergonhoso quadro medieval, em pleno século 21. Não é possível que a humanidade conviva pacificamente com isso. Consultem a Bíblia, pois não foi um pedófilo que disse: ''Vinde a mim as criancinhas.'' Levítico 20/13 - ''Se também um homem dormir com outro homem, como se fosse mulher, ambos fizeram abominação. Certamente, serão mortos, e o seu sangue será sobre eles.'' Coríntios 6/9 -  ''Não sabeis que os injustos não hão de herdar o reino de Deus? Não erreis: nem impuros, nem idólatras, nem adúlteros, nem efeminados, nem sodomitas''. Romanos1/27 - ''Semelhantemente, também os homens, deixando o uso natural da mulher, inflamaram-se em sua sensualidade, uns para com os outros, homem com homem, cometendo torpeza, e recebendo em si mesmos a penalidade devida ao seu erro''. Se você é católico ou evangélico e crê na Bíblia, reveja seus conceitos. Foi a ''inspiração divina'' quem escreveu, não eu. Pense nisso e nos seus filhos. Flavio Marcus Juliano opegapulhas@terra.com.br São Paulo ___________________ ""DESAQUECIM"
