,output
0,"Explicação: A notícia menciona que brasileiros invadem a página do Exército no Facebook e clamam por socorro após decisões polêmicas do ministro Gilmar Mendes. No entanto, não há informações concretas ou fontes confiáveis que confirmem essa ação. Além disso, a invasão de uma página oficial no Facebook não é uma prática comum ou documentada, especialmente em um contexto de clamor por socorro. Portanto, a notícia parece ser uma exagero ou uma fake news.

Resposta: 0"
1,"Explicação: A notícia é verdadeira. O Estadão é um jornal respeitado e a informação sobre a substituição do ministro da Justiça e a possibilidade de troca do diretor da Polícia Federal é consistente com práticas comuns em mudanças de governo. A citação de Leandro Daiello também é uma fonte confiável, pois ele é um funcionário público e suas declarações são relevantes para o contexto da notícia.

Resposta: 1"
2,"Explicação: A notícia é verdadeira. A situação descrita é um evento real que ocorreu com a repórter Hallie Jackson da NBC. A coriza é um sintoma comum e pode ocorrer em qualquer pessoa, independentemente de sua profissão. A repórter mencionou a coriza após o evento, o que é uma confirmação adicional da veracidade da notícia.

Resposta: 1"
3,"Explicação: A notícia fornece informações sobre a posse do novo presidente do Conselho Federal da OAB, Cláudio Lamachia, e menciona um discurso histórico em que ele fez uma comparação do país com uma nau à deriva. No entanto, a notícia não fornece detalhes específicos sobre o conteúdo do discurso ou a reação a ele. A ausência de contexto adicional e a falta de fontes confiáveis para verificar a autenticidade do discurso tornam difícil confirmar a veracidade da notícia.

Resposta: 0"
4,"Explicação: A notícia é verdadeira. A defesa de Luiz Inácio Lula da Silva realmente recorreu ao Supremo Tribunal Federal (STF) para suspender as investigações do Ministério Público de São Paulo e da força-tarefa da Lava Jato. A defesa argumenta que há um conflito de atribuições, pois ambas as instituições estão investigando os mesmos fatos. A notícia foi publicada em um contexto de um processo judicial em andamento, o que é uma prática comum em casos de alta relevância.

Resposta: 1"
5,"Explicação: A notícia é verdadeira. O ministro Luís Barroso do Supremo Tribunal Federal (STF) realmente fez declarações sobre não dever nada ao PT e sobre seu compromisso com o país. A notícia também menciona que o presidente da corte suprema, Ricardo Lewandowski, disse que a decisão sobre o impeachment de Dilma Rousseff deve sofrer alterações quando forem analisados os embargos. Esses fatos são confirmados por fontes confiáveis e não há indicação de que a notícia seja uma fake news.

Resposta: 1"
6,"Explicação: A notícia fornece detalhes específicos sobre uma intimação do Ministério Público de São Paulo para que o ex-presidente Lula, sua esposa Marisa Letícia e seu filho Fábio Luiz prestem depoimento em investigações sobre o tríplex no Guarujá e o sítio ""sem dono"" de Atibaia. A notícia menciona datas, horários e medidas legais que serão tomadas caso haja não comparecimento, como a condução coercitiva pela Polícia Civil e Militar. Esses detalhes são consistentes com a forma como o Ministério Público e a Polícia Civil geralmente operam, e não há indicações de que a notícia seja uma fake news.

Resposta: 1"
7,"Explicação: A notícia parece ser uma descrição detalhada de um incidente envolvendo a participante Ana Paula do Big Brother Brasil (BBB). No entanto, a linguagem utilizada (""povo chato do cac#$%"") e a forma como a situação é descrita sugerem que a notícia pode ser uma montagem ou uma interpretação exagerada dos eventos reais. Além disso, a ausência de fontes confiáveis ou de confirmação oficial da Globo ou do BBB sobre o incidente é um indicativo de que a notícia pode ser falsa.

Resposta: 0"
8,"Explicação: A notícia menciona que o ex-presidente Lula da Silva recebeu um sítio em Atibaia como presente de amigos, e que ele só foi informado sobre isso no dia 15 de janeiro de 2015. No entanto, a reportagem do ""O Estado de São Paulo"" do dia 6 de janeiro já noticiava que parte da mudança do ex-presidente seria encaminhada para a propriedade em Atibaia. Isso sugere que a informação de que Lula só foi informado no dia 15 de janeiro pode ser uma tentativa de desviar a atenção ou minimizar a importância do sítio. Portanto, a notícia contém elementos que indicam uma possível manipulação ou desinformação.

Resposta: 0"
9,"Explicação: A notícia menciona que a Agência Nacional de Aviação Civil (Anac) ""sequestrou"" um helicóptero de Neymar por determinação da Justiça Federal. No entanto, a Anac não tem a autoridade para sequestrar bens; essa função é geralmente desempenhada por órgãos como a Receita Federal ou a Polícia Federal. Além disso, a notícia menciona que o helicóptero custou 3,8 milhões de dólares, mas não especifica a moeda de compra (dólares ou reais), o que pode ser uma inconsistência. A notícia também menciona que o helicóptero não constava da lista informada pela 7a Vara de Santos, o que pode ser uma inconsistência factual. Portanto, a notícia contém informações que não são consistentes com a realidade conhecida.

Resposta: 0"
