,label,confidence,explanation,output,claim
0,2,42.0,"A consulta à web indica que o suposto confronto entre Gleisi Hoffmann e uma passageira no aeroporto não foi confirmado. Isso sugere que a informação original pode estar incompleta ou distorcida. Portanto, não há evidências suficientes para confirmar a veracidade da notícia.","Explicação: A consulta à web indica que o suposto confronto entre Gleisi Hoffmann e uma passageira no aeroporto não foi confirmado. Isso sugere que a informação original pode estar incompleta ou distorcida. Portanto, não há evidências suficientes para confirmar a veracidade da notícia.

Resposta: 2

Consulta: Suposto confronto entre Gleisi Hoffmann e passageira no aeroporto não confirmado.

Informação comprimida: Suposto confronto entre Gleisi Hoffmann e passageira no aeroporto não foi confirmado pela pesquisa.

Confiança: 60%

Justificativa: A confiança é relativamente baixa porque a notícia original não fornece detalhes suficientes sobre o incidente e a pesquisa web indicou que o incidente não foi confirmado. Mais investigação seria necessária para determinar a veracidade do incidente.","Presidenta do PT é confrontada em aeroporto: ""Oi querida, pronta para ser presa?"".  Uma mulher perguntou para a senadora petista Gleisi Hoffmann (PT-PR) se ela está preparada para ser presa.  A parlamentar lulista e dilmista não gostou do questionamento, se irritou e chamou os seguranças para a retirar a moça do local. Gleisi já viu o marido Paulo Bernardo ser preso. Ele é acusado de comandar um esquema que desviou R$ 100 milhões de funcionários públicos e velhinhos aposentados. A senadora também é ré por corrupção e foi denunciada por nada menos que 7 delatores da Lava Jato. Parabéns para essa patriota corajosa que confrontou a arrogância de Gleisi!"
1,1,66.5,"A notícia menciona um contrato de compra e venda do sítio de Atibaia por R$ 800 mil encontrado pela PF no apartamento de Lula. A pesquisa na web confirma essa informação, indicando que o contrato foi encontrado pela PF durante as buscas no apartamento de Lula. Portanto, há evidências suficientes para confirmar a veracidade desta notícia.","Explicação: A notícia menciona um contrato de compra e venda do sítio de Atibaia por R$ 800 mil encontrado pela PF no apartamento de Lula. A pesquisa na web confirma essa informação, indicando que o contrato foi encontrado pela PF durante as buscas no apartamento de Lula. Portanto, há evidências suficientes para confirmar a veracidade desta notícia.

Resposta: 1

Consulta: Contrato de compra e venda do sítio de Atibaia por R$ 800 mil encontrado pela PF no apartamento de Lula.

Informação comprimida: Contrato de compra e venda do sítio de Atibaia por R$ 800 mil encontrado pela PF no apartamento de Lula.

Confiança: 95%","PF encontra contrato de compra e venda do sítio. A minuta diz que Lula pagaria R$ 800 mil pelo imóvel.  Investigadores da Operação Lava-Jato encontraram um contrato de compra e venda ( clique para ler o documento em PDF ) no qual Fernando Bittar  dono ""no papel ""do sítio de Atibaia transfere a propriedade para o Lula e sua esposa,  Marisa Letícia.  O ex-presidente está cada vez mais encrencado e novos documentos comprometedores não param de aparecer. Lula teria negociado o sítio de Atibaia por R$ 800 mil. No,  Lula se comprometia a pagar 200 000 reais de entrada e quitar o restante da dívida com Bittar em três parcelas iguais de 200 000 reais. Na minuta do contrato,  não assinada,  Bittar repassa a propriedade para Lula e Marisa pelo valor de 800 000 reais. O documento foi encontrado pela Polícia Federal durante as buscas no apartamento de Lula em São Bernardo. ""Pelo preço adiante ajustado,  vendem,  ao comprador,  o imóvel descrito,  transmitindo-lhe desde já,  a posse,  domínio,  direitos e ações que sobre o mesmo tinham e exerciam,  para que dele,  o comprador use,  goze e livremente disponha como bem e melhor lhe convier"". (com informações via Veja )"
2,0,49.0,"A análise dos resultados da pesquisa na web indica que a notícia contém elementos que podem ser verificados. A frase ""Alerta a presidente. Toma a decisão de estado maior aí"" foi encontrada em várias fontes como parte de uma conversa entre Rui Falcão e Jaques Wagner. No entanto, a informação específica sobre o promotor ser chamado de ""louco"" não foi encontrada em nenhum dos resultados da pesquisa. Isso sugere que talvez haja uma distorção ou falta de contexto na notícia original.","Explicação: A análise dos resultados da pesquisa na web indica que a notícia contém elementos que podem ser verificados. A frase ""Alerta a presidente. Toma a decisão de estado maior aí"" foi encontrada em várias fontes como parte de uma conversa entre Rui Falcão e Jaques Wagner. No entanto, a informação específica sobre o promotor ser chamado de ""louco"" não foi encontrada em nenhum dos resultados da pesquisa. Isso sugere que talvez haja uma distorção ou falta de contexto na notícia original.

Resposta: 0

Consulta: Diálogo entre Rui Falcão e Jaques Wagner sobre a decisão do MPSP sobre Lula; promotor chamado de louco.

Informação comprimida: Rui Falcão pediu ações contra decisão do MPSP sobre Lula, mas não há evidências claras de que um promotor tenha sido chamado de ""louco"".

Confiança: 70%

Justificativa: Embora haja evidências de que Rui Falcão pediu ações contra a decisão do MPSP sobre Lula, a afirmação específica sobre o promotor ser chamado de ""louco"" não foi confirmada. Portanto, a confiança é moderada.","Diálogo entre o presidente do PT e Jaques Wagner: "" Alerta a presidente. O promotor de SP é louco"".  O presidente nacional do PT,  Rui Falcão,  pediu ao ex-ministro da Casa Civil,  Jaques Wagner,  que tomasse ""alguma iniciativa"" contra a decisão de promotores do Ministério Público de São Paulo (MPSP) de pedir a prisão preventiva do ex-presidente Lula.  ""Acho que tem que vir alguém para cá,  se mexer aqui também"",  afirmou. ""Alguém quem?"",  Wagner responde,  ao mesmo tempo em que o dirigente nacional do partido descarta o ""ministro da Justiça"". ""Alguma iniciativa vocês precisam tomar. Porque está na mão de uma juíza da quarta vara que não sabe quando toma a decisão"",  completa. Em outro momento da conversa,  Rui chega a chamar o promotor Cássio Conserino de ""louco"" e pergunta o que aconteceria caso Lula fosse nomeado ministro e pede: ""Alerta a presidente. Toma a decisão de estado maior aí"". "
3,1,59.49999999999999,"A notícia parece estar baseada em declarações de fontes como a revista Veja e o Diário do Brasil, indicando que a PGR decidiu abrir um inquérito contra Dilma Rousseff por obstrução de investigação judicial. Essas informações são consistentes com a consulta realizada, que indica que a decisão foi baseada em delações e uma conversa entre Dilma e Lula. No entanto, sem acessar diretamente esses documentos ou fontes primárias, não podemos ter certeza absoluta da veracidade dessas afirmações.","Explicação: A notícia parece estar baseada em declarações de fontes como a revista Veja e o Diário do Brasil, indicando que a PGR decidiu abrir um inquérito contra Dilma Rousseff por obstrução de investigação judicial. Essas informações são consistentes com a consulta realizada, que indica que a decisão foi baseada em delações e uma conversa entre Dilma e Lula. No entanto, sem acessar diretamente esses documentos ou fontes primárias, não podemos ter certeza absoluta da veracidade dessas afirmações.

Resposta: 1

Consulta: PGR abre inquérito contra Dilma por obstrução de investigação; baseado em delação e conversa entre Dilma e Lula.

Informação comprimida: PGR inicia inquérito contra Dilma por obstrução, baseado em delação e conversa com Lula.

Confiança: 85%","PGR vai abrir inquérito contra Dilma por obstrução de investigação judicial.  Rodrigo Janot,  procurador-geral da República,   decidiu que irá pedir a pedir abertura de inquérito contra a presidente Dilma Rousseff.  Dilma será investigada por obstrução de investigação judicial,  conforme divulgado no Diário do Brasil ( leia aqui ) A revista Veja informou que o PGR já tinha essa intenção desde a delação do senador Delcídio do Amaral e antes mesmo da divulgação do áudio da conversa em que ela combina com Lula de enviar antes a ele seu termo de nomeação para o caso de ele ter a prisão preventiva decretada antes da posse."
4,2,21.0,"A notícia menciona que Lula criticou o STF, STJ e parlamentares em um áudio da Polícia Federal. No entanto, a pesquisa realizada indica que verificação adicional é necessária antes de confirmar a veracidade dessa informação. Isso sugere que ainda não há evidências conclusivas na web sobre essa afirmação.","Explicação: A notícia menciona que Lula criticou o STF, STJ e parlamentares em um áudio da Polícia Federal. No entanto, a pesquisa realizada indica que verificação adicional é necessária antes de confirmar a veracidade dessa informação. Isso sugere que ainda não há evidências conclusivas na web sobre essa afirmação.

Resposta: 2

Consulta: Lula critica STF, STJ e parlamentares em gravação da PF; verificação adicional necessária.

Informação comprimida: Lula criticou STF, STJ e parlamentares em áudio da PF, mas verificação adicional é necessária.

Confiança: 30%","Em mais um áudio,  o ""doido"" xinga STF,  STJ e todos os parlamentares do país de covardes.  Grampo da Polícia Federal pegou diálogo tenso do ex-presidente Lula no dia do estouro da Operação Aletheia,  4 de março.  Diálogo entre Lula e Dilma: preste atenção no minuto 4:45 do aúdio,  onde Lula diz que "" temos uma SUPREMA CORTE toda acovardada...temos um STJ todo acovardado...um parlamento covarde..."""
5,2,42.0,"A notícia menciona que a Lava Jato estava planejando pedir a prisão de Lula e que Dilma acelerou a posse do petista após isso. A fonte citada é a Revista Veja. Embora a Revista Veja seja uma publicação respeitável, é importante verificar a veracidade das informações com outras fontes confiáveis antes de confirmar a notícia. No entanto, a informação parece consistente com outros relatos sobre a aceleração da posse de Lula após a revelação da gravação com ele e Dilma.","Explicação: A notícia menciona que a Lava Jato estava planejando pedir a prisão de Lula e que Dilma acelerou a posse do petista após isso. A fonte citada é a Revista Veja. Embora a Revista Veja seja uma publicação respeitável, é importante verificar a veracidade das informações com outras fontes confiáveis antes de confirmar a notícia. No entanto, a informação parece consistente com outros relatos sobre a aceleração da posse de Lula após a revelação da gravação com ele e Dilma.

Resposta: 2

Consulta: Lava Jato planejava prisão de Lula; Dilma acelerou posse após revelação; fonte: Revista Veja.

Informação comprimida: Lava Jato planejava prisão de Lula; Dilma acelerou posse após revelação; fonte: Revista Veja.

Confiança: 60%

Justificativa: A informação parece consistente com outros relatos, mas é necessário verificar com fontes adicionais para confirmar a veracidade.","Lava-Jato ia pedir a prisão de Lula hoje (17),  fato que fez Dilma acelerar a posse do petista.  De acordo com informação da Revista Veja,  a Lava Jato já estava pronta para pedir a prisão de Lula.  Não se sabe ao certo de Dilma foi avisada por alguém de dentro da PF ou do próprio judiciário. Uma outra posse que estava agendada foi cancelada e a posse de Lula foi marcada às pressas para hoje as 10 da manhã. A Veja ainda informou que ""o pedido estava sendo ultimado para ser apresentado ao juiz Sergio Moro nesta quinta-feira"" . A conversa criminosa entre Dilma e Lula foi divulgada,  provavelmente,  por esse fato."
6,2,21.0,"A notícia apresenta uma série de indícios que sugerem que Lula pode estar planejando fugir antes de sua posse. No entanto, a pesquisa realizada não fornece evidências concretas sobre a localização atual de Lula ou sobre planos de fuga. As fontes consultadas parecem se referir a outros assuntos, como a localização de Lula em datas passadas, sem mencionar nenhuma informação atualizada sobre seu paradeiro ou planos de fuga. Portanto, embora haja suspeitas, não há evidências suficientes para confirmar ou negar a notícia.","Explicação: A notícia apresenta uma série de indícios que sugerem que Lula pode estar planejando fugir antes de sua posse. No entanto, a pesquisa realizada não fornece evidências concretas sobre a localização atual de Lula ou sobre planos de fuga. As fontes consultadas parecem se referir a outros assuntos, como a localização de Lula em datas passadas, sem mencionar nenhuma informação atualizada sobre seu paradeiro ou planos de fuga. Portanto, embora haja suspeitas, não há evidências suficientes para confirmar ou negar a notícia.

Resposta: 2

Consulta: Localização desconhecida de Lula antes de posse; suspeitas de fuga.

Informação comprimida: Lula será possuído amanhã, mas localização desconhecida e suspeitas de fuga.

Confiança: 30%

Justificativa: A confiança é baixa porque a notícia não fornece evidências concretas sobre a localização atual de Lula ou planos de fuga. As informações disponíveis são antigas e não se referem diretamente ao evento atual.","Lula tomará posse amanhã. Será que dá tempo de Moro emitir um pedido de prisão?.  A posse do novo ministro chefe da Casa Civil foi marcada às pressas para amanhã as 10:00 hs.  Repórteres de todos os jornais estão tentando localizar Lula desde as 18:00 hs,  mas ninguém sabe onde o ex-presidente está. O Palácio do Planalto informou que o ex-presidente deixou o recinto discretamente,  na parte da tarde. Inclusive usou uma saída mais discreta,  pelos fundos. Já o Instituto Lula disse não saber onde o petista está. Será que Lula terá coragem de dar as caras em Brasília amanhã ou o ex-presidente estaria planejando uma fuga para algum país vizinho? Na última gravação divulgada pela PF nas redes sociais,  Lula disse a Dilma que estava com medo da República de Curitiba."
7,0,59.49999999999999,"A análise dos resultados da pesquisa indica que não há evidências na web de que Ciro Gomes tenha xingado manifestantes em um vídeo específico. Isso sugere que a notícia pode ser falsa ou que o vídeo em questão não foi encontrado ou não está disponível publicamente. Sem provas concretas, não podemos confirmar a veracidade da informação.","Explicação: A análise dos resultados da pesquisa indica que não há evidências na web de que Ciro Gomes tenha xingado manifestantes em um vídeo específico. Isso sugere que a notícia pode ser falsa ou que o vídeo em questão não foi encontrado ou não está disponível publicamente. Sem provas concretas, não podemos confirmar a veracidade da informação.

Resposta: 0

Consulta: Vídeo de Ciro Gomes xingando manifestantes durante protestos contra Lula

Informação comprimida: Não há evidências online de Ciro Gomes xingando manifestantes em um vídeo específico.

Confiança: 85%

Justificativa para a confiança: Embora haja uma falta de evidências online, é possível que o vídeo exista mas não tenha sido encontrado ou compartilhado publicamente. Portanto, a confiança é alta, mas não absoluta.","Internauta flagra Ciro Gomes brigando com manifestantes: "" Viado, FDP, fascista..."".  Irritado com as manifestações contra Lula,  o político Ciro Gomes resolveu rodar a baiana.  Um vídeo que está circulando na internet mostra Ciro Gomes xingando algumas pessoas que estavam na porta de sua casa. Um carro da polícia estava no local. Ciro chamou os manifestantes de viado,  filho da p#$% e ainda disse que estava protegendo-os de levar um tiro na cara."
8,0,14.0,"A notícia menciona discussões sobre a possibilidade de intervenção das Forças Armadas no poder, mas as fontes fornecidas não confirmam essas discussões. O primeiro link se refere a uma discussão sobre intervenção militar na Síria, o segundo link menciona o uso de forças armadas por Temer, e o último link indica que o debate sobre o papel das Forças Armadas foi levantado recentemente no Brasil, mas sem confirmar discussões específicas na Câmara e no Senado. Portanto, não há evidências claras e diretas para apoiar a afirmação da notícia.","Explicação: A notícia menciona discussões sobre a possibilidade de intervenção das Forças Armadas no poder, mas as fontes fornecidas não confirmam essas discussões. O primeiro link se refere a uma discussão sobre intervenção militar na Síria, o segundo link menciona o uso de forças armadas por Temer, e o último link indica que o debate sobre o papel das Forças Armadas foi levantado recentemente no Brasil, mas sem confirmar discussões específicas na Câmara e no Senado. Portanto, não há evidências claras e diretas para apoiar a afirmação da notícia.

Resposta: 0

Consulta: Discussões sobre intervenção das Forças Armadas no poder na Câmara e no Senado.

Informação comprimida: Discussões sobre intervenção das Forças Armadas no poder na Câmara e no Senado não foram confirmadas por fontes.

Confiança: 20%

Justificativa: Embora haja preocupações expressas pelo deputado, as fontes fornecidas não confirmam especificamente essas discussões na Câmara e no Senado.","Na Câmara e no Senado já se fala que as Forças Armadas poderão assumir o poder.  ""Estou saindo da Câmara Federal,  nesse momento. O clima em Brasília está quente. Buzinaço,  quebra-quebra nas ruas,  uma crise"".  "" Há um grande temor de que a democra cia conquistada com muitas lágrimas,  se perca pela incompetência desse Governo. Já se fala nos bastidores da Câmara e do Senado,  de as Forças Armadas assumirem o poder deste País. É necessário que as pessoas vão às ruas,  para que Dilma renuncie e se mantenha a democracia. "" confira o vídeo do deputado: "
9,2,35.0,"A análise da notícia indica que ela contém elementos que podem ser considerados distorcidos ou parciais. A frase ""Dilma ignora o apelo das ruas e coloca o rato para tomar conta do queijo"" é uma expressão figurada que não pode ser verificada diretamente. No entanto, a descrição do discurso de posse como tendo um tom de campanha eleitoral e a omissão de temas como corrupção e a Operação Lava Jato podem indicar uma interpretação parcial da situação. As fontes fornecidas não confirmam ou refutam essas afirmações de forma direta.","Explicação: A análise da notícia indica que ela contém elementos que podem ser considerados distorcidos ou parciais. A frase ""Dilma ignora o apelo das ruas e coloca o rato para tomar conta do queijo"" é uma expressão figurada que não pode ser verificada diretamente. No entanto, a descrição do discurso de posse como tendo um tom de campanha eleitoral e a omissão de temas como corrupção e a Operação Lava Jato podem indicar uma interpretação parcial da situação. As fontes fornecidas não confirmam ou refutam essas afirmações de forma direta.

Resposta: 2

Consulta: Discurso de posse de Dilma evita mencionar corrupção e Lava Jato.

Informação comprimida: Discurso de posse de Dilma omite temas de corrupção e Lava Jato.

Confiança: 50%

Justificativa: A confiança é moderada porque a notícia apresenta uma interpretação parcial do discurso de posse de Dilma, mas não fornece evidências diretas sobre a omissão intencional desses temas. Mais contextos e fontes precisariam ser analisadas para confirmar ou refutar essa afirmação.","Dilma ignora o apelo das ruas e coloca o rato para tomar conta do queijo.  A presidenta chamou a divulgação dos telefonemas ""criminosos"" divulgados ontem de GOLPES.  Em seu discurso na posse dos novos ministros,  ela atacou a Lava-Jato,  desmoralizou as ações investigativas que vem ocorrendo e ainda tentou agir como se fosse a pessoa mais honesta do mundo [...] Sim,  agora temos a ""alma mais honesta do país"" trabalhando junto com a ""presidenta mais honesta do mundo"" . Dilma não citou as palavras Petrobras,  roubos,  600 bilhões,  zika virus,  desemprego,  fome,  etc... Enfim,  foi uma posse com tom de campanha eleitoral."
